Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,Weather,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
23,10,Urban,Silver,80,3.88,Night,Economy,22,59.4454065,Cloudy,-74.001264,40.761711,-73.988011,40.756287
74,27,Suburban,Silver,51,3.75,Night,Premium,111,334.1449975,Rainy,-73.991934,40.750118,-73.98802,40.738424
49,6,Suburban,Gold,18,4.41,Evening,Premium,148,443.7750198,Cloudy,0,0,0,0
31,8,Rural,Gold,7,3.57,Evening,Economy,35,145.2420374,Rainy,-73.985774,40.762882,-73.979744,40.775181
57,46,Rural,Regular,42,4.39,Night,Economy,56,210.6317666,Sunny,-73.969683,40.752953,-73.98777,40.737584
64,19,Suburban,Regular,35,4.02,Night,Economy,39,152.2291926,Cloudy,-73.9872,40.729232,-73.911368,40.776627
86,76,Suburban,Regular,84,4.99,Evening,Economy,149,612.4467268,Rainy,-73.971052,40.757462,-73.979635,40.762667
54,28,Suburban,Regular,73,3.56,Night,Premium,51,250.2858824,Cloudy,-73.960214,40.77315,-73.976311,40.750413
85,37,Rural,Gold,10,3.76,Evening,Premium,61,309.0825447,Cloudy,-74.012982,40.706427,-73.99455,40.718375
58,15,Rural,Regular,14,4.76,Evening,Premium,12,94.1609177,Cloudy,-74.030417,40.807683,-74.027813,40.806813
96,27,Rural,Gold,21,4.37,Evening,Premium,57,243.9373065,Cloudy,-73.999853,40.738384,-74.005817,40.705487
58,31,Suburban,Silver,32,4.87,Afternoon,Premium,85,331.1930539,Cloudy,-74.004222,40.722267,-73.996063,40.739343
77,45,Suburban,Silver,88,4.16,Night,Economy,151,595.2312212,Sunny,-74.005955,40.717,-74.010857,40.708712
93,73,Rural,Regular,78,3.81,Evening,Premium,106,465.9626816,Rainy,-74.002652,40.733857,-73.993335,40.72245
44,11,Rural,Regular,56,3.83,Night,Premium,18,104.7520101,Rainy,-73.97975,40.76513,-73.962025,40.767697
20,10,Rural,Regular,54,4.12,Night,Premium,168,784.055126,Sunny,-73.980685,40.744708,-74.01001,40.720932
70,40,Suburban,Regular,9,3.77,Afternoon,Economy,130,382.9299379,Rainy,-73.99584,40.732914,-73.982775,40.775997
42,12,Rural,Gold,92,4.5,Night,Economy,123,319.2967131,Cloudy,-74.004237,40.751967,-74.005022,40.74148
87,33,Rural,Regular,53,4.15,Afternoon,Economy,143,640.1373391,Rainy,-73.959524,40.774139,-73.992576,40.748924
70,43,Suburban,Gold,47,4.31,Night,Economy,57,243.4933854,Rainy,-74.002718,40.760635,-74.002718,40.760635
61,15,Urban,Gold,29,4.49,Night,Economy,32,135.0058741,Sunny,-73.967191,40.802096,-73.967435,40.792891
71,36,Suburban,Silver,69,4.37,Night,Economy,110,392.9639433,Cloudy,-73.976844,40.758666,-73.987866,40.749311
81,33,Suburban,Regular,41,4.93,Night,Premium,162,617.2885001,Sunny,-74.011739,40.704663,-74.005839,40.710507
87,64,Rural,Silver,69,4.55,Afternoon,Premium,65,310.7883995,Rainy,-74.002975,40.749237,-73.989446,40.753319
85,65,Suburban,Regular,73,4.65,Night,Premium,165,770.0708908,Sunny,-73.995058,40.744817,-74.00275,40.744548
91,65,Urban,Regular,40,3.58,Afternoon,Economy,141,373.5047076,Cloudy,-73.975461,40.741243,-73.981388,40.75914
83,57,Rural,Silver,80,4.6,Evening,Premium,172,814.4195559,Sunny,-74.010452,40.720927,-73.957605,40.718007
64,10,Suburban,Gold,75,3.61,Night,Premium,155,473.3466933,Rainy,-73.977533,40.746435,-73.978513,40.74966
69,22,Rural,Silver,25,4.41,Evening,Premium,74,266.7677789,Rainy,-74.006758,40.72962,-73.996252,40.748297
37,12,Rural,Silver,15,3.73,Afternoon,Economy,142,369.3616589,Cloudy,-73.985059,40.727423,-73.995534,40.735666
93,28,Urban,Silver,63,3.9,Afternoon,Economy,38,111.7239412,Cloudy,-73.967664,40.771786,-73.976822,40.759771
66,49,Rural,Gold,42,4.56,Night,Economy,124,429.9483561,Sunny,-73.965292,40.766492,-73.991095,40.751052
47,36,Rural,Silver,100,4.2,Night,Economy,103,414.7783003,Sunny,-73.985378,40.723558,-73.979093,40.750142
71,30,Rural,Regular,45,4.16,Afternoon,Premium,53,227.18257,Cloudy,-73.994349,40.722509,-73.988383,40.723458
58,19,Urban,Silver,47,3.97,Afternoon,Economy,77,247.4420018,Cloudy,-73.954566,40.719553,-73.94927,40.720892
100,18,Suburban,Silver,50,4.89,Night,Premium,51,213.8232969,Rainy,-73.987495,40.74984,-73.97383,40.750295
94,28,Urban,Regular,59,4.45,Evening,Economy,173,652.587891,Sunny,-73.9826889,40.73786545,-74.00634766,40.72651291
49,6,Rural,Silver,23,4.65,Evening,Premium,69,289.6463054,Rainy,-73.982618,40.766742,-73.990478,40.751458
42,7,Rural,Gold,90,3.67,Afternoon,Economy,32,123.7624693,Cloudy,-74.00834,40.725932,-73.99982,40.727127
79,63,Urban,Gold,56,4.66,Afternoon,Premium,70,292.5906289,Rainy,-73.965719,40.791979,-73.976374,40.686215
59,5,Rural,Gold,17,4.97,Afternoon,Premium,143,440.9395108,Cloudy,-73.99679,40.747578,-73.996645,40.758102
54,7,Urban,Regular,91,3.75,Evening,Economy,97,298.3226184,Sunny,-73.997272,40.750477,-73.955004,40.771815
60,6,Rural,Silver,65,4.76,Night,Economy,168,629.2044296,Cloudy,-73.964303,40.756422,-73.952098,40.773292
26,13,Suburban,Silver,4,3.63,Evening,Premium,123,441.9961924,Sunny,-73.951812,40.769173,-73.969237,40.757735
90,10,Rural,Silver,59,4.44,Night,Premium,147,691.5012906,Rainy,-74.000448,40.747704,-73.965471,40.759391
34,12,Suburban,Silver,38,4.18,Night,Economy,24,106.9485906,Rainy,-73.95362854,40.76710892,-73.90546417,40.74377823
80,34,Suburban,Silver,84,3.8,Evening,Economy,174,561.438522,Sunny,-73.962734,40.804368,-74.01389,40.7024
21,7,Rural,Regular,58,4.31,Night,Premium,75,328.4583569,Sunny,-73.862765,40.770908,-73.989013,40.688776
97,71,Suburban,Silver,52,4.32,Afternoon,Economy,36,133.3873831,Sunny,-73.91853,40.74333,-73.946696,40.749438
64,7,Suburban,Regular,92,4.58,Afternoon,Premium,16,114.6992021,Sunny,-74.005734,40.743641,-74.006287,40.70833
47,34,Rural,Gold,16,4.38,Afternoon,Premium,46,237.143389,Rainy,-74.00164795,40.74094009,-74.00572968,40.75017548
44,28,Rural,Gold,30,3.93,Afternoon,Premium,42,157.1065717,Sunny,-73.96003723,40.78062439,-73.97175598,40.76593399
21,9,Suburban,Gold,13,4.01,Afternoon,Economy,127,431.2515977,Sunny,-73.981878,40.778722,-73.987787,40.771163
57,37,Urban,Gold,59,3.92,Afternoon,Economy,159,585.8075882,Sunny,-73.998515,40.747095,-73.967875,40.69529
62,5,Rural,Silver,51,4.4,Night,Economy,160,647.2043749,Rainy,-73.975285,40.735602,-73.974022,40.795592
25,6,Urban,Gold,60,3.91,Afternoon,Premium,145,559.5788398,Cloudy,-74.002502,40.726697,-73.993987,40.745091
92,33,Suburban,Silver,70,3.69,Afternoon,Premium,46,173.1505323,Sunny,-74.013402,40.714062,-73.988897,40.758532
38,7,Rural,Gold,46,3.79,Evening,Economy,78,198.1704675,Cloudy,-73.874958,40.774058,-73.81254,40.713205
99,31,Urban,Silver,0,3.54,Night,Economy,50,192.7088692,Cloudy,-73.983467,40.726277,-73.982605,40.739737
35,7,Rural,Regular,65,4.19,Evening,Economy,65,165.0758242,Rainy,-73.989439,40.776503,-73.966752,40.769882
30,13,Urban,Gold,53,3.68,Evening,Premium,124,379.4680329,Cloudy,-73.991901,40.73117,-73.992289,40.749283
28,6,Urban,Gold,53,4.48,Evening,Premium,148,461.1095538,Rainy,-73.95859528,40.76418304,-73.96001434,40.77925873
59,47,Rural,Silver,73,3.54,Evening,Economy,75,234.5672446,Cloudy,-73.977043,40.795833,-73.989055,40.795602
24,13,Urban,Silver,50,4.26,Evening,Premium,141,540.0620307,Cloudy,-73.99238,40.734704,-73.990077,40.756641
21,6,Suburban,Regular,15,3.81,Afternoon,Premium,80,318.8415033,Cloudy,-73.996127,40.75846,-73.999807,40.753539
84,54,Suburban,Silver,59,4.98,Night,Premium,43,196.3151415,Sunny,-73.955713,40.763913,-73.991062,40.742445
100,50,Urban,Silver,83,4.91,Night,Premium,173,622.4914304,Rainy,-73.986885,40.76093,-73.951085,40.782612
30,11,Urban,Silver,99,4.96,Afternoon,Economy,83,349.6745279,Rainy,-73.992168,40.721211,-74.001862,40.736316
45,35,Rural,Regular,0,4.58,Night,Premium,41,206.1473319,Rainy,-73.988212,40.7646,-73.940585,40.84888
53,35,Urban,Gold,35,3.92,Night,Premium,166,635.9330545,Cloudy,-73.978385,40.762942,-73.987015,40.72091
65,41,Rural,Gold,51,3.57,Evening,Premium,48,251.1121418,Rainy,-74.008418,40.734875,-74.003572,40.725255
93,6,Rural,Silver,85,4.47,Evening,Economy,107,324.0987674,Cloudy,-74.001532,40.732103,-73.960319,40.763751
28,5,Rural,Regular,69,4.49,Night,Premium,132,425.4887348,Cloudy,-73.999193,40.734143,-73.985447,40.752897
38,8,Urban,Silver,78,3.57,Evening,Economy,114,470.2690237,Cloudy,-73.982218,40.771385,-73.955748,40.745976
25,6,Urban,Regular,69,4.45,Afternoon,Premium,94,398.051726,Sunny,-73.968735,40.678386,-73.977669,40.663718
76,23,Rural,Regular,64,3.57,Evening,Premium,115,564.931725,Rainy,-73.968822,40.75764,-73.979761,40.757928
22,7,Suburban,Gold,73,4.91,Night,Premium,73,238.3189915,Sunny,-73.978966,40.744725,-73.938106,40.713886
40,5,Rural,Silver,17,4.55,Night,Economy,72,184.9552256,Sunny,-73.9833,40.7414,-74.0044,40.7417
89,16,Suburban,Regular,27,4.86,Night,Economy,161,624.305616,Sunny,-73.97257,40.759172,-73.955643,40.76603
31,21,Suburban,Silver,77,4.83,Night,Economy,107,389.3845083,Rainy,-73.978492,40.750282,-73.970188,40.789105
92,45,Rural,Silver,59,4.23,Night,Premium,121,574.8939389,Rainy,-73.982105,40.778682,-73.985045,40.739622
58,32,Urban,Gold,92,4.59,Night,Premium,111,517.944462,Rainy,-74.005908,40.708587,-73.954925,40.765268
58,20,Rural,Silver,42,3.51,Afternoon,Economy,125,527.1792012,Sunny,-73.983598,40.738008,-73.976172,40.74856
36,7,Suburban,Regular,26,4.35,Night,Economy,59,201.4968308,Rainy,-73.966277,40.764859,-73.984789,40.739597
66,40,Rural,Regular,93,4.86,Afternoon,Economy,153,627.016751,Cloudy,-73.98444,40.761075,-73.976288,40.763482
76,54,Urban,Regular,58,4.05,Afternoon,Economy,74,218.6251779,Cloudy,-73.978345,40.76402,-73.96392,40.757882
55,23,Urban,Gold,46,4.58,Night,Premium,150,654.6765363,Rainy,-73.969177,40.757551,-73.977764,40.763169
21,8,Urban,Regular,57,4.78,Evening,Premium,84,293.5602166,Sunny,-73.98070526,40.76496506,-73.98619843,40.75588608
61,45,Rural,Gold,42,4.25,Night,Economy,102,421.985262,Cloudy,-73.96856,40.767347,-74.006227,40.733182
72,62,Suburban,Regular,48,3.82,Afternoon,Economy,126,553.7408049,Sunny,-73.991405,40.69607,-73.995748,40.740842
65,18,Rural,Gold,65,4.01,Night,Economy,111,330.62431,Cloudy,-73.982636,40.757145,-73.975108,40.756003
20,8,Rural,Silver,27,4.99,Night,Economy,83,261.4451503,Sunny,-73.975743,40.756817,-74.001692,40.719832
22,7,Suburban,Silver,16,4.1,Evening,Economy,147,520.0637873,Sunny,-73.984135,40.737225,-73.980687,40.757867
72,49,Suburban,Gold,15,4.34,Evening,Premium,19,117.6332781,Rainy,-73.971254,40.782857,-73.977721,40.75579
42,30,Urban,Regular,26,4.79,Night,Economy,138,493.0149509,Sunny,-73.983478,40.767955,-73.969045,40.790737
100,54,Suburban,Regular,91,4.59,Evening,Premium,61,203.1132957,Cloudy,-73.962142,40.680555,-73.776342,40.645679
87,32,Suburban,Silver,38,4.76,Night,Economy,114,421.7762985,Rainy,-73.999086,40.73973,-73.975782,40.755241
36,8,Urban,Gold,47,4.07,Night,Economy,77,305.0088859,Cloudy,-73.935962,40.806365,-73.852515,40.872922
70,38,Urban,Silver,99,4.19,Night,Economy,76,317.7718882,Sunny,-73.970455,40.799142,-73.95503,40.787395
41,7,Urban,Gold,4,4.15,Evening,Economy,83,364.9140561,Cloudy,-73.991017,40.734997,-73.992288,40.74916
59,40,Rural,Gold,64,4.72,Evening,Economy,157,398.3194964,Cloudy,-73.973569,40.792419,-73.940528,40.845458
33,14,Urban,Regular,38,4.89,Night,Economy,127,461.3060121,Sunny,-73.99276733,40.72429657,-74.00606537,40.73152161
70,26,Urban,Silver,15,3.67,Evening,Premium,70,358.2348071,Cloudy,-73.989865,40.757115,-73.983079,40.772198
45,7,Rural,Regular,87,4.35,Afternoon,Economy,74,224.3071068,Rainy,-73.989246,40.739684,-73.96271,40.772978
98,71,Suburban,Regular,83,4.55,Night,Economy,139,558.3815496,Sunny,-73.987643,40.776225,-73.980739,40.76577
75,63,Urban,Gold,42,4.55,Afternoon,Premium,138,660.4425623,Rainy,-73.96187592,40.79561615,-73.99207306,40.73804855
100,34,Rural,Gold,33,4.75,Evening,Economy,156,537.4486717,Sunny,-73.959578,40.782707,-73.98228,40.768017
76,23,Urban,Silver,53,3.94,Afternoon,Economy,117,480.1043704,Rainy,-74.00526,40.74108,-73.995822,40.682527
32,12,Urban,Silver,69,3.68,Night,Economy,55,162.2831045,Rainy,0,0,0,0
35,23,Suburban,Gold,58,3.78,Night,Economy,164,638.0445145,Cloudy,-73.978877,40.720184,-74.004385,40.741676
30,16,Suburban,Gold,89,3.63,Night,Economy,142,420.111098,Sunny,-74.00888,40.713255,-74.009378,40.719645
75,56,Urban,Regular,66,3.69,Afternoon,Premium,22,124.4906005,Sunny,-73.987609,40.74143,-73.982785,40.762804
25,6,Rural,Regular,23,3.95,Night,Premium,55,235.2781176,Rainy,0,0,0,0
88,16,Suburban,Gold,26,4.18,Night,Economy,32,127.3314901,Cloudy,-74.012288,40.701394,-73.997107,40.722165
43,26,Rural,Silver,69,4.9,Afternoon,Economy,107,391.0269904,Rainy,-74.015602,40.714668,-73.999688,40.738868
39,20,Rural,Silver,97,4.25,Night,Economy,121,319.5430197,Sunny,-73.968347,40.832228,-73.954847,40.833925
77,63,Suburban,Gold,72,4.56,Night,Economy,113,380.2853708,Sunny,-73.98726,40.744713,-73.961008,40.772445
41,14,Suburban,Silver,59,4.72,Night,Premium,49,179.6234225,Cloudy,-73.996887,40.720198,-73.971995,40.67223
51,20,Rural,Silver,97,4.8,Night,Economy,130,452.1126401,Sunny,-74.008477,40.720557,-73.997263,40.725572
30,10,Suburban,Gold,86,4.95,Afternoon,Economy,149,565.6691466,Sunny,-73.96884201,40.76576939,-73.98196554,40.77391333
29,8,Urban,Gold,52,4.68,Night,Premium,121,402.1558776,Cloudy,-73.992557,40.714019,-73.979082,40.747003
21,5,Rural,Gold,8,4.44,Night,Premium,159,689.84216,Sunny,-73.957828,40.772228,-74.005852,40.737132
50,15,Suburban,Regular,62,4.51,Evening,Economy,83,307.6469281,Cloudy,-73.99122,40.754664,-73.776311,40.645212
61,42,Rural,Gold,11,3.72,Evening,Economy,52,186.5262771,Sunny,-73.997339,40.741876,-73.998192,40.720942
67,5,Suburban,Silver,81,4.53,Night,Premium,14,91.06777716,Sunny,-73.980047,40.785857,-73.997971,40.760697
73,22,Suburban,Regular,26,4.99,Evening,Economy,33,143.8549861,Cloudy,-73.996418,40.71926,-74.012234,40.707533
35,18,Urban,Gold,27,3.82,Night,Economy,158,553.8373591,Cloudy,-73.965795,40.759832,-73.983463,40.736785
96,58,Urban,Silver,25,3.61,Night,Economy,85,336.5684837,Rainy,-73.95157,40.741542,-73.991843,40.744987
38,28,Urban,Gold,8,4.83,Night,Economy,29,95.02020686,Cloudy,-73.97481,40.75839,-73.96163,40.778796
75,28,Urban,Gold,6,4.02,Afternoon,Premium,171,575.0117219,Rainy,-73.962595,40.767283,-73.984641,40.741711
57,26,Suburban,Silver,92,4.11,Night,Premium,58,264.6757476,Rainy,-74.00967407,40.70547104,-74.00955963,40.71274567
36,10,Rural,Gold,65,3.54,Evening,Economy,53,185.6179239,Rainy,-73.97737,40.78761,-73.98788,40.77951
73,27,Rural,Gold,98,3.97,Afternoon,Economy,57,251.1556503,Cloudy,-73.986356,40.760768,-74.005742,40.715464
68,29,Rural,Gold,51,3.99,Afternoon,Economy,110,299.6890563,Rainy,-74.015265,40.708583,-74.013985,40.71328
25,9,Rural,Gold,11,3.58,Evening,Economy,31,92.65681121,Sunny,-74.001012,40.725683,-73.969397,40.749548
97,25,Urban,Regular,95,4.91,Evening,Premium,101,332.2293764,Rainy,-73.972258,40.761745,-73.751885,40.719627
30,7,Rural,Regular,85,3.74,Afternoon,Economy,44,184.1120897,Sunny,-73.9225,40.7437,-73.9996,40.7301
83,7,Suburban,Gold,24,4.9,Night,Premium,24,124.5817745,Sunny,-74.01586,40.711055,-73.973018,40.762605
27,5,Rural,Gold,2,4.3,Afternoon,Economy,22,60.98181722,Sunny,-73.957018,40.777593,-73.956988,40.782628
58,21,Suburban,Gold,72,4.14,Night,Economy,10,35.88598786,Sunny,-73.971373,40.754978,-73.961338,40.756277
32,15,Urban,Gold,67,3.76,Afternoon,Premium,23,132.1230188,Cloudy,-73.994696,40.739068,-73.990384,40.760816
76,8,Urban,Gold,40,4.68,Night,Economy,157,561.5796822,Rainy,-73.97879,40.744605,-73.988893,40.768777
21,9,Suburban,Regular,38,4.54,Night,Economy,179,546.3787899,Cloudy,-73.981882,40.767154,-73.976332,40.762924
47,37,Urban,Gold,53,4.69,Evening,Economy,41,147.4597413,Sunny,-73.98126221,40.77915955,-73.96977234,40.78981018
33,20,Suburban,Regular,97,4.13,Night,Premium,169,668.892214,Sunny,-73.979771,40.77533,-73.947302,40.781034
92,66,Rural,Silver,26,3.56,Afternoon,Economy,19,62.06928479,Rainy,-73.985517,40.778301,-73.986565,40.756593
24,7,Rural,Silver,34,3.51,Night,Premium,111,477.7411362,Sunny,-74.001645,40.751332,-73.928255,40.86561
75,9,Rural,Gold,71,4.06,Evening,Economy,150,411.0057654,Cloudy,-73.952088,40.786637,-73.96002,40.772862
89,76,Urban,Gold,35,4.8,Evening,Premium,177,650.2985712,Cloudy,-73.956445,40.775568,-73.979082,40.763852
67,20,Urban,Regular,42,4.13,Afternoon,Economy,68,243.2286176,Sunny,-74.009533,40.705928,-73.994863,40.750142
61,23,Suburban,Silver,51,4.73,Afternoon,Premium,150,680.9330686,Cloudy,-74.005672,40.72562,-73.97909,40.721828
80,67,Rural,Regular,80,4.74,Evening,Economy,147,432.3072577,Sunny,-73.95643,40.813242,-73.934882,40.80243
66,15,Suburban,Gold,62,4.59,Evening,Economy,161,720.7299449,Sunny,-73.982625,40.777522,-73.982368,40.761495
39,12,Suburban,Regular,54,3.77,Night,Premium,176,510.454375,Rainy,-73.976429,40.739954,-73.988391,40.724131
46,22,Urban,Regular,9,4.33,Night,Economy,128,522.7974319,Sunny,-73.962183,40.80545,-73.97075,40.761543
89,74,Rural,Silver,41,4.89,Night,Premium,115,432.1627923,Cloudy,-73.945635,40.780225,-73.954515,40.765798
60,16,Urban,Gold,56,4.33,Evening,Premium,126,382.4570671,Cloudy,-73.98525,40.747276,-73.955426,40.76979
58,13,Rural,Regular,99,3.62,Night,Premium,106,351.4393159,Rainy,-74.010651,40.711422,-73.997667,40.725722
68,16,Urban,Silver,93,4.44,Night,Premium,154,510.1957863,Cloudy,-73.971249,40.761881,-73.950925,40.782899
45,19,Suburban,Silver,71,3.72,Evening,Economy,121,313.9264406,Rainy,-74.001175,40.73164,-73.871008,40.774254
91,61,Suburban,Gold,100,4.88,Evening,Economy,101,372.229822,Rainy,-74.009305,40.715503,-73.99462,40.726447
39,12,Urban,Regular,70,4.02,Night,Premium,66,314.4680085,Sunny,-73.974508,40.746692,-73.975242,40.718102
97,9,Rural,Gold,58,4.32,Afternoon,Premium,142,491.5779539,Sunny,-73.992281,40.765674,-73.789631,40.647025
42,18,Suburban,Silver,39,3.94,Night,Economy,128,527.1558944,Rainy,-73.976769,40.747376,-73.939318,40.757222
27,15,Urban,Gold,11,3.77,Afternoon,Economy,111,432.8493969,Sunny,-73.951928,40.777807,-73.9679,40.755697
67,48,Rural,Regular,94,4.3,Afternoon,Premium,168,544.6027808,Cloudy,-73.990105,40.731542,-73.983668,40.726525
69,51,Urban,Regular,75,3.57,Evening,Premium,136,470.1827135,Rainy,-73.958431,40.764674,-73.963231,40.773443
69,47,Urban,Regular,65,4.22,Evening,Economy,18,53.53910401,Rainy,-73.995375,40.717202,-73.782768,40.644015
93,18,Suburban,Gold,34,3.54,Night,Economy,80,352.0685727,Cloudy,-73.984566,40.748721,-73.971763,40.750816
84,74,Suburban,Regular,7,4.4,Night,Premium,101,396.3698341,Cloudy,-74.010062,40.71246,-74.004688,40.72371
96,48,Urban,Gold,41,4.39,Night,Economy,130,367.7829981,Rainy,-73.989731,40.736849,-74.000736,40.742081
30,13,Suburban,Gold,72,4.18,Evening,Premium,113,352.9356731,Cloudy,-73.981224,40.748654,-73.973061,40.756694
60,48,Suburban,Regular,15,4.06,Night,Economy,78,339.1055826,Sunny,-73.98978,40.725937,-73.989818,40.72528
72,39,Urban,Regular,39,3.77,Evening,Premium,115,347.8959667,Rainy,-74.005796,40.740331,-73.961972,40.795297
31,13,Suburban,Regular,82,4.63,Night,Economy,108,469.2509136,Cloudy,-73.984215,40.767343,-73.980147,40.780708
71,13,Rural,Silver,60,4.3,Evening,Premium,62,213.8430201,Sunny,-73.975827,40.744965,-74.000827,40.747997
91,61,Rural,Silver,86,4.44,Night,Premium,129,567.5392185,Sunny,-73.949793,40.776175,-73.960593,40.7689
91,60,Rural,Gold,2,3.53,Afternoon,Premium,107,492.1790132,Sunny,-73.95904,40.71673,-73.98604,40.75565
32,6,Urban,Silver,13,4.75,Night,Economy,53,173.8874745,Rainy,-73.977968,40.745667,-73.985232,40.76334
23,10,Suburban,Gold,47,4.84,Afternoon,Economy,125,418.1068244,Rainy,-73.978547,40.756678,-73.993501,40.765455
61,47,Suburban,Silver,100,4.58,Evening,Premium,157,658.3040013,Rainy,-73.991426,40.740548,-73.973718,40.743482
57,40,Urban,Regular,78,3.62,Night,Economy,171,764.5953414,Sunny,-74.009497,40.723484,-74.014882,40.71117
89,70,Suburban,Gold,86,4.51,Night,Economy,90,384.209292,Sunny,-73.974038,40.74592,-73.961602,40.770975
64,45,Rural,Gold,22,3.96,Evening,Premium,118,404.6018875,Sunny,-73.987685,40.743717,-73.981365,40.76018
91,29,Urban,Regular,82,3.73,Night,Premium,90,446.8170258,Rainy,-73.993833,40.728737,-74.01577,40.714482
91,53,Suburban,Gold,67,4.56,Evening,Economy,50,158.1067232,Sunny,-73.992072,40.743985,-73.978598,40.753105
69,37,Suburban,Regular,47,4.39,Afternoon,Premium,60,284.2362895,Cloudy,-73.963542,40.765725,-73.9561,40.783887
71,61,Suburban,Regular,79,3.85,Night,Economy,147,591.2989763,Sunny,-73.946008,40.77324,-73.951042,40.773448
38,7,Rural,Silver,28,3.85,Afternoon,Economy,12,36.00027803,Rainy,-73.996521,40.716586,-74.010335,40.71171
100,32,Suburban,Regular,67,3.94,Afternoon,Premium,162,581.1370846,Sunny,-74.006223,40.741277,-74.012008,40.67583
65,51,Suburban,Gold,97,4.81,Evening,Premium,144,588.1367699,Cloudy,-73.989792,40.759658,-73.974253,40.793238
73,38,Urban,Regular,91,4.23,Afternoon,Premium,86,400.267333,Sunny,-73.982727,40.762037,-73.987405,40.760002
56,25,Suburban,Regular,87,3.73,Afternoon,Premium,172,575.4102708,Sunny,-74.008415,40.720447,-74.00342,40.748815
75,55,Rural,Silver,80,4.7,Night,Economy,69,190.9788527,Rainy,-73.783552,40.648642,-73.941218,40.722287
97,21,Urban,Regular,43,3.79,Night,Premium,106,398.1593839,Sunny,-73.943538,40.789158,-73.950372,40.779865
94,71,Rural,Regular,48,4.73,Evening,Premium,169,770.8733245,Sunny,-73.871124,40.774065,-73.861814,40.768437
53,22,Urban,Silver,28,4.99,Night,Premium,64,211.082023,Rainy,-73.95191,40.777838,-73.984861,40.71941
81,8,Rural,Silver,78,4.8,Night,Premium,141,618.4288567,Sunny,-73.980677,40.73398,-73.960933,40.761502
47,34,Rural,Silver,87,3.53,Night,Premium,170,739.22712,Cloudy,-73.964633,40.773309,-73.987301,40.763344
80,48,Suburban,Regular,13,4.44,Evening,Economy,35,128.7410739,Sunny,-73.989444,40.751226,-73.943774,40.776634
75,55,Rural,Gold,54,4.73,Evening,Premium,145,584.49173,Rainy,-73.972161,40.786361,-73.978643,40.684451
89,12,Urban,Silver,42,4.73,Night,Economy,102,328.3139822,Sunny,-73.98318,40.726626,-73.937486,40.85321
30,13,Rural,Gold,8,4.1,Night,Economy,94,274.6803754,Sunny,-73.98378,40.773823,-73.980145,40.750005
64,5,Rural,Gold,91,4.34,Afternoon,Premium,21,108.2430435,Cloudy,-74.00575,40.74019,-73.792587,40.64441
55,29,Suburban,Gold,92,4.85,Night,Economy,44,181.7809396,Sunny,-73.978163,40.76355,-74.01281,40.721065
94,76,Suburban,Gold,26,4.7,Night,Premium,94,405.3179545,Rainy,-73.961562,40.77135,-73.967427,40.763395
53,28,Urban,Gold,6,3.67,Afternoon,Economy,178,775.7916852,Cloudy,-73.956165,40.771918,-73.951208,40.782272
29,7,Suburban,Regular,68,3.98,Night,Economy,114,289.1296809,Rainy,-73.978942,40.752501,-73.98586,40.740949
29,17,Urban,Silver,76,3.61,Night,Economy,166,674.1328476,Cloudy,-73.97865,40.76203,-73.985697,40.746917
75,42,Suburban,Silver,38,4.25,Night,Economy,146,479.1199534,Sunny,-74.0067215,40.74414063,-73.9990921,40.72817612
74,53,Suburban,Regular,60,3.93,Evening,Economy,162,676.4404324,Cloudy,-73.874395,40.773947,-73.960215,40.766957
89,75,Urban,Silver,10,4.91,Afternoon,Economy,16,54.44953819,Sunny,-73.986402,40.778573,-73.993638,40.729118
29,13,Suburban,Gold,44,4.29,Afternoon,Premium,87,267.740417,Cloudy,-73.980011,40.780776,-73.970071,40.788962
40,20,Rural,Silver,45,4.42,Afternoon,Premium,130,445.4842486,Rainy,-74.00595,40.71203,-74.007668,40.705367
79,11,Urban,Regular,1,4.35,Evening,Premium,45,210.2567597,Cloudy,-73.953817,40.782057,-73.951707,40.781198
98,87,Urban,Gold,87,4.28,Night,Premium,170,603.8458025,Cloudy,-73.99364,40.758622,-73.993773,40.686797
95,76,Urban,Regular,74,4.39,Evening,Economy,118,464.9915827,Sunny,-73.947255,40.784188,-73.982802,40.770141
79,13,Rural,Gold,67,4.05,Afternoon,Premium,151,514.9363492,Cloudy,-73.972715,40.75277,-74.011348,40.701752
38,22,Suburban,Regular,18,4.17,Evening,Premium,121,450.5387531,Rainy,-73.993452,40.73102,-74.013052,40.715037
83,41,Suburban,Silver,48,3.64,Afternoon,Economy,176,741.3443926,Sunny,-73.978594,40.762392,-73.87263,40.774353
59,24,Suburban,Regular,40,4,Night,Premium,147,631.631297,Cloudy,-73.945968,40.781388,-73.952405,40.803287
51,11,Suburban,Regular,72,3.62,Night,Economy,16,71.21364105,Sunny,-73.975461,40.752853,-73.99293,40.750403
64,46,Rural,Silver,51,5,Afternoon,Premium,29,144.6013825,Cloudy,-74.004748,40.737652,-73.983332,40.75065
30,6,Rural,Regular,93,3.81,Afternoon,Economy,129,505.9219688,Cloudy,-73.970388,40.756703,-73.957381,40.765934
